Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,Zachowanie kierującego,Zachowanie pieszego,Inne przyczyny,IDKSIP zdarzenia
0,0,0,2014,Jazda bez wymaganego oświetlenia,,,EWK-98648189P
0,0,0,2014,Jazda bez wymaganego oświetlenia,,,EWK-98686022T
0,0,0,2014,Jazda bez wymaganego oświetlenia,,,EWK-98686242R
0,0,0,2014,Jazda bez wymaganego oświetlenia,,,EWK-98697063H
0,0,0,2014,Jazda bez wymaganego oświetlenia,,,EWK-98712001K
0,0,0,2014,Jazda bez wymaganego oświetlenia; Niedostosowanie prędkości do warunków ruchu,,,EWK-98384149R
0,0,0,2014,Jazda bez wymaganego oświetlenia; Niedostosowanie prędkości do warunków ruchu,,,EWK-98695579W
0,0,0,2014,Jazda bez wymaganego oświetlenia; Niezachowanie bezp. odl. między pojazdami,,,EWK-98134554T
0,0,0,2014,Jazda bez wymaganego oświetlenia; Niezachowanie bezp. odl. między pojazdami,,,EWK-98623108P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98079773X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98084528H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98086153A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98088224P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98091925H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98092480A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98094346U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98094352X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98096274A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98099143H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98100601L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98104925T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98109740R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98111885F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98113152R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98116260W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98117147L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98117647C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98117942L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98117958C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98118736H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98121362K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98124634T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98125802R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98127590Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98130916Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98133052C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98133554C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98135058K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98136434Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98137986E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98141401W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98142951J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98144118L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98144705W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98147966W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98154633F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98155093Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98158239K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98158564Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98158644U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98158666E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98159995Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98163248X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98165716Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98168925G
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98170091J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98170382L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98171414Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98173521F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98174304E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98175942Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98182508L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98184882W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98187236U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98187361N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98188302T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98188530C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98190832F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98195482M
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98196349J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98202504P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98203083A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98204398H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98204708T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98207341W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98209478R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98212907R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98218464W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98219438H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98220964R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98223171R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98224573E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98228607U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98229582F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98230741U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98234493R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98236795Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98241464P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98243181L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98243189K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98246307E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98246695N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98248343K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98249215F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98251965P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98252740F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98257858H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98260994X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98263459H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98267327K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98268253K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98268981J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98269137R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98271544L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98272165G
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98274647P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98278069Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98280232W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98283505C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98286011U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98288878J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98293671H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98299011X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98308212X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98308769Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98309873A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98316097N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98317029G
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98319697X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98320326H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98325176U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98326568F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98329915C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98333342P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98335226K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98335713L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98336030W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98342139E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98342532U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98343357L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98345784C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98352007C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98354887E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98358481U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98364485W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98365143H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98367128E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98375849P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98378086C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98379730Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98382321R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98391043K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98391910D
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98392738D
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98400477G
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98416251H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98418114A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98422632F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98426610X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98427571R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98429565W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98441680N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98443380F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98443996R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98446222E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98452654Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98465201D
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98481700R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98484244J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98508329K
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98613687Q
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98615553E
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98620383D
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98621058T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98621472M
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98621801M
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98624007T
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98624669W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98625774F
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98626174H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98634755H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98641921Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98643431C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98644847W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98646245G
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98650682Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98655359L
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98655539H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98660493J
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98660674M
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98660794R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98667081N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98669995A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98673958H
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98676410A
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98678405P
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98682252W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98684572U
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98690139C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98692989Y
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98693856C
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98696577N
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98697905W
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98698497X
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98698915R
0,0,0,2014,Jazda po niewłaściwej stronie drogi,,,EWK-98701627J
0,0,0,2014,Jazda po niewłaściwej stronie drogi; Jazda po niewłaściwej stronie drogi,,,EWK-98415672D
0,0,0,2014,Jazda po niewłaściwej stronie drogi; Nieprawidłowe: wyprzedzanie,,,EWK-98419852T
0,0,0,2014,Jazda po niewłaściwej stronie drogi; Nieudzielenie pierwszeństwa przejazdu,,,EWK-98213593D
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,Chodzenie nieprawidłową stroną drogi,,EWK-98194657R
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,,EWK-98280555G
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,,EWK-98413350F
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Inne,EWK-98272399Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Inne,EWK-98284619N
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Inne,EWK-98380836M
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Inne,EWK-98405233L
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Inne,EWK-98405291R
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98182824H
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98235933P
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98279059X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98309167N
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98448365X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Nieustalone,EWK-98705198K
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Niewłaściwy stan jezdni,EWK-98682753E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98078078K
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98155821Y
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98182664N
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98189664F
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98258034W
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98267216T
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98330324Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98354607X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98420275N
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,"Obiekty, zwierzęta na drodze",EWK-98670343D
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,Oślepienie przez inny pojazd lub słońce,EWK-98403321M
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98077859X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98078788M
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98079249H
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98080061F
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98080407T
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98080673F
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98080676K
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98080683E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98081011G
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98081039D
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98081751E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98082167R
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98082176F
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98082193E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98082384Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083137W
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083168E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083174Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083234X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083422A
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083564R
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083663K
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083678G
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083690U
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98083991Y
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98084051U
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98084067E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98084268T
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98084389W
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98084519D
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085185Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085206X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085222T
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085294X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085300H
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085507A
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085579C
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085710P
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085723X
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085848Q
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085850C
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98085948A
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086247K
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086541E
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086647W
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086654C
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086803R
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086810U
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086819G
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086898A
0,0,0,2014,Niedostosowanie prędkości do warunków ruchu,,,EWK-98086998U
