Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,IDKSIP zdarzenia,Zachowanie kierującego,Zachowanie pieszego,Inne przyczyny
0,0,0,2016,EWK-103943659A,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103944077P,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-103944491N,Inne przyczyny (od 11.2015),,
0,0,0,2016,EWK-103944670U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-103947086D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103947439F,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-103947455A,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-103947520L,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-103947882U,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103948876G,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-103949128K,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-103950227M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103951908M,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-103959252G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-103959378E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103959590H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-103981329K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-103997546H,,"Stanie na jezdni, leżenie",
0,0,0,2016,EWK-103997855R,Nieprawidłowe: omijanie,,
0,0,0,2016,EWK-103998370Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-103998423P,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104001285L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104001304K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104001505Q,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104002857K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104004622N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104010403F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104011124G,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104015447W,,"Stanie na jezdni, leżenie",
0,0,0,2016,EWK-104015521W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104024022X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104024096Y,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104025673P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104027999A,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104028114Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104028165H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104028215M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104033764Y,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104038111R,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104043725P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104043842H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104044158A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104058848N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104059096T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104066516X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104071060K,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104071799C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104072103R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104089327J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104092949L,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104092994H,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104094131X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104094352C,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104094417A,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104096128R,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104096736D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104097156A,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104098193J,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104101973M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104102153F,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2016,EWK-104102661E,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104102876N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104106955K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104107944T,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104108353H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104121206D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104122042M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104122259Y,,"Stanie na jezdni, leżenie",
0,0,0,2016,EWK-104129104F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104135567G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104136097T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104139055H,Nieprawidłowe: omijanie,,
0,0,0,2016,EWK-104140813K,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104154249E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104156083L,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2016,EWK-104156119A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104160038P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104160436X,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2016,EWK-104161110T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104162018Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104164899D,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104165180U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104166349M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104170345G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104173284P,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104187995T,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104189004Q,Wyprzedzanie pojazdu przed przejściem dla pieszych  (od 11.2015),,
0,0,0,2016,EWK-104189173K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104189680G,Inne przyczyny (od 11.2015),,
0,0,0,2016,EWK-104190255U,Inne przyczyny (od 11.2015),,
0,0,0,2016,EWK-104192278Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104193627D,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104197221L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104197916N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104204342N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104204441M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104204843R,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104205012K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104205026Y,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104217079R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104221282L,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104221401G,Inne przyczyny (od 11.2015),,
0,0,0,2016,EWK-104224889L,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2016,EWK-104225232N,Nieprawidłowe: omijanie,,
0,0,0,2016,EWK-104227094Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104227437Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104229060Q,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104229152L,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2016,EWK-104229491Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104229733U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104233661M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104233707X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104233810K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104235044R,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104235170A,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2016,EWK-104235265L,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104235739E,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104235752G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104235773M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104242160U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104242286A,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104242386H,,"Stanie na jezdni, leżenie",
0,0,0,2016,EWK-104243940D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104244941G,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104247968D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104248019R,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104249065H,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104254853W,Nieprawidłowe: cofanie,,
0,0,0,2016,EWK-104258886C,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104272280J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104272660F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104272685H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104272994U,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104273014T,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2016,EWK-104273969Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104278021X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104278387J,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104281314D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104284238P,Nieudzielenie pierwszeństwa przejazdu,,
0,0,0,2016,EWK-104284664E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104284687L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104285029L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104285081D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104290278H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104290315J,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104294921G,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104302439H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104302720M,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104314055Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104314430G,,Inne przyczyny (od 11.2015),
0,0,0,2016,EWK-104315075U,Omijanie pojazdu przed przejściem dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104321421Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104322540N,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2016,EWK-104342055X,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104342926F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104343087H,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2016,EWK-104343123D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104344038J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104353173C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104366320J,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2016,EWK-104366543Y,Nieprawidłowe: omijanie,,
0,0,0,2016,EWK-104396436M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104397150K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104400662R,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2016,EWK-104402072N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104402426K,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2016,EWK-104407291H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104412767T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2016,EWK-104417262P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2016,EWK-104419983L,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2016,EWK-104420008E,Nieprawidłowe: cofanie,,
