Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,IDKSIP zdarzenia,Zachowanie kierującego,Zachowanie pieszego,Inne przyczyny
0,0,0,2015,EWK-103572112D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103572247Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103573343P,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-103573732W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103574252Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103574721N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103574908E,,Inne przyczyny (od 11.2015),
0,0,0,2015,EWK-103576375F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103576732N,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-103577897F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103591894G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103592047U,Inne przyczyny (od 11.2015),,
0,0,0,2015,EWK-103592300C,,Inne przyczyny (od 11.2015),
0,0,0,2015,EWK-103592644D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103592722T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103592809C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103592980U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103593089K,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2015,EWK-103593141X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103593263P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103593647F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103593744X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103593820E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103594318H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103600093Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103600163A,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103600237U,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103600335M,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103601991E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103602070T,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103602459C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103602489M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103602492P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103605200E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103605225Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103605259D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103605670C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103605717W,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-103607037H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103608379H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103608883N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103621144C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103621428T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103621438F,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103626917Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103626922P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103628900T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103628967C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103647890H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103662484L,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-103662696R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103662855H,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2015,EWK-103662898E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103664034F,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2015,EWK-103664085Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103664168T,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103664563R,,Inne przyczyny (od 11.2015),
0,0,0,2015,EWK-103664980U,,,Nieustalone
0,0,0,2015,EWK-103665000G,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-103668567J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103668666J,Inne przyczyny (od 11.2015),,
0,0,0,2015,EWK-103669081F,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-103670176P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem; Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103670515Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103670889U,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-103672133L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103672420Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103672532Y,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-103672659H,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2015,EWK-103674458G,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-103674462X,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103679450X,Nieprawidłowe: cofanie,,
0,0,0,2015,EWK-103699906J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103699911C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103705985G,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-103705995H,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną  (od 11.2015),,
0,0,0,2015,EWK-103706009A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103707410C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-103710008N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103718126N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103718277M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-103800332C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98709902T,,"Zatrzymanie, cofnięcie się",
0,0,0,2015,EWK-98709903U,,,Inne
0,0,0,2015,EWK-98711035L,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98711633D,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98712113X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98712955T,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98713070W,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98714009D,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98714913M,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98715399D,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2015,EWK-98715401G,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-98715590G,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98715741H,Nieprawidłowe: cofanie,,
0,0,0,2015,EWK-98715758R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98715930C,Nieudzielenie pierwszeństwa przejazdu,,
0,0,0,2015,EWK-98716245U,Nieprawidłowe: wyprzedzanie,,
0,0,0,2015,EWK-98716272R,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717567C,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717575Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98717584J,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717763X,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717764H,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717778F,Nieprawidłowe: wymijanie,,
0,0,0,2015,EWK-98717826Q,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98717904H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98718252F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98718341U,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98719384W,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98719394M,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98719482F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98720122K,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-98720326C,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98720700N,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-98721034P,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98721037C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98721058X,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98721624L,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-98721896W,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-98722199E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98722211J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98722350Q,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98723036M,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98723062G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98723215Y,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-98723862E,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98723878T,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98724687C,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2015,EWK-98724990E,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98725098U,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98725192D,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98727968U,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98728341U,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98729010W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98729195E,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-98731024M,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98731314E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98733047F,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98733596Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98734213K,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98735622J,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98735780Q,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98735852L,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",Nieprawidłowa organizacja ruchu
0,0,0,2015,EWK-98735869J,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,,
0,0,0,2015,EWK-98735896T,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,,
0,0,0,2015,EWK-98736181U,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,,
0,0,0,2015,EWK-98736197G,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98736221U,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98737664U,Nieprawidłowe: wyprzedzanie,,
0,0,0,2015,EWK-98738404Y,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98739046U,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98739173J,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98739679N,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98740528G,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98741657W,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98742112F,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98742225F,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98742779D,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-98742781L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98743619M,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98743841W,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98743976Q,Nieprawidłowe: cofanie,,
0,0,0,2015,EWK-98744267F,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98744336R,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98744648A,Nieprawidłowe: wyprzedzanie,,
0,0,0,2015,EWK-98744933Y,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98745373Y,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-98745449R,Nieudzielenie pierwszeństwa przejazdu,,
0,0,0,2015,EWK-98746303A,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-98746654P,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-98746989P,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98747553M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98747597C,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-98747941G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98749321J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98749348Q,,Wejście na jezdnię przy czerwonym świetle; Wejście na jezdnię przy czerwonym świetle,
0,0,0,2015,EWK-98749420C,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-98749537R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98750122G,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98750325H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98751401F,,,Nieustalone
0,0,0,2015,EWK-98751608H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98752046G,Nieprawidłowe: omijanie,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-98752061A,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98752071W,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98752200T,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98753097P,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98753392J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98753463M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98753702P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98753889R,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98754036G,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98754901R,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98755011D,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98755731W,Nieprawidłowe: cofanie,,
0,0,0,2015,EWK-98756288R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98757195D,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98757417E,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,,
0,0,0,2015,EWK-98758456C,,"Stanie na jezdni, leżenie",
0,0,0,2015,EWK-98758541L,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2015,EWK-98758798L,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98760587Y,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98760749L,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-98762606K,,,Nieustalone
0,0,0,2015,EWK-98763014J,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2015,EWK-98764165M,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98764186R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98764328T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98764463R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98764467W,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98764662P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98764702G,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-98764790Q,,,Nagłe zasłabnięcie kierującego
0,0,0,2015,EWK-98765312Q,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98765692J,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98765698J,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2015,EWK-98765768E,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98766330F,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98766772U,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98767329T,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2015,EWK-98767475H,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach (od 11.2015),,
0,0,0,2015,EWK-98767639D,Nieprawidłowe: cofanie,,
0,0,0,2015,EWK-98767759P,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98768292U,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2015,EWK-98769976W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98770566D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98770635D,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98771493U,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98771795T,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2015,EWK-98772614U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych (od 11.2015),,
0,0,0,2015,EWK-98772868C,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98772953A,Nieprawidłowe: omijanie,,
0,0,0,2015,EWK-98773068K,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-98773075M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98775748C,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2015,EWK-98776891J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2015,EWK-98777281L,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98777328R,Nieudzielenie pierwszeństwa pieszemu,,
0,0,0,2015,EWK-98778693P,Nieprawidłowe: przejeżdżanie przejścia dla pieszych,,
0,0,0,2015,EWK-98778871T,Nieprawidłowe: wymijanie,,
