Liczba wypadków,Liczba zabitych,Liczba rannych,Rok,IDKSIP zdarzenia,Zachowanie kierującego,Zachowanie pieszego,Inne przyczyny
0,0,0,2017,EWK-105385810R,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105386066Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105386475T,Niedostosowanie prędkości do warunków ruchu; Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105386846U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105387851E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105389744X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105389900C,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105390809U,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105392170P,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105393045D,Inne przyczyny,,
0,0,0,2017,EWK-105394350K,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105394364D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105396612U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105400052P,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105403060P,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105405806Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105412043H,Inne przyczyny,Inne przyczyny,
0,0,0,2017,EWK-105412224C,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105412387F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105419297L,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105420730Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105424205X,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105425729X,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105434166C,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2017,EWK-105452077K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105452389H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105456712R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105461286X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105467759W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105467955H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105471585Q,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105471785R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105472856Y,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105478573L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105483874K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105484219X,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105491334P,,Inne przyczyny,
0,0,0,2017,EWK-105491447G,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105494240R,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105497388W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105497542L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105498741K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105498835R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105502805G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105503162M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105503223W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105540925L,Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105541117Y,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105571178L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105571947E,Nieprawidłowe skręcanie,,
0,0,0,2017,EWK-105577717N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105577752E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105579422K,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105580759X,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105586210G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105586551A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105586602K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105591484Y,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105592855J,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105595170M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105599172C,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105601856C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105602721G,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105634858F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105634903N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105683305K,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105683790H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105683873E,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105686732D,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105688095W,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105688165C,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105688256P,Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105689323N,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105692776C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105693019D,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105693069H,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105693076F,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105693080H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105694366A,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105694371M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105694374P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105694751G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105714302W,,Inne przyczyny,
0,0,0,2017,EWK-105714356L,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105716422T,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105718401D,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105718946T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105719759G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105720897C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105721164K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105723560X,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105723856C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105724951E,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105725783P,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105726527P,Niedostosowanie prędkości do warunków ruchu; Nieprawidłowe Zawracanie,,
0,0,0,2017,EWK-105726603D,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105730612D,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105730780A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105731082E,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105731506T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105731687R,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105731793H,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105733332G,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105734592H,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105736889F,Nieprzestrzeganie znaków i innych sygnałów,,
0,0,0,2017,EWK-105736896N,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105737053H,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105739222T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105743073A,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105750329A,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105751020N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105751605N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105751781U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105752171H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105753390U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105753417T,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105755364E,Inne przyczyny,,
0,0,0,2017,EWK-105755869P,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105758408G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105758804L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105759595D,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105760770P,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105762942T,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105764417L,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105764702U,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105765376J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105768324Q,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105769932E,,"Zatrzymanie, cofnięcie się",
0,0,0,2017,EWK-105773179A,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105774046U,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105774771L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105775647A,,Chodzenie nieprawidłową stroną drogi,
0,0,0,2017,EWK-105776456D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105776498F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105779495H,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105781092N,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105781895K,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105781901Y,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105781935M,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105781955C,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105783762R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105784947T,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105785187G,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105785456C,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105786794R,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2017,EWK-105791887R,Inne przyczyny,,Nieustalone
0,0,0,2017,EWK-105792065J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105792132Q,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105792622D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105795655E,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105796786F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105797980X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105799288H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105800909E,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105801812F,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105802556Y,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105803649J,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105804116X,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105804521L,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2017,EWK-105805204Y,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105806040T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105808118D,Nieprawidłowe cofanie,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105903076F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105905170D,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105906185N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105907428J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105908783R,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105909601L,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105910107H,Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105910518G,Niezachowanie bezp. odleg. między pojazdami,,
0,0,0,2017,EWK-105911140G,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105911957A,,"Zatrzymanie, cofnięcie się",
0,0,0,2017,EWK-105913105C,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105913470N,Nieprawidłowe wyprzedzanie,,
0,0,0,2017,EWK-105914094J,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105914556L,,,Nieustalone
0,0,0,2017,EWK-105915422M,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105916210X,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-105916305T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105917411X,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105919639N,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105920050W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105920530G,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105921198L,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105921285H,Inne przyczyny,,
0,0,0,2017,EWK-105922021J,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105922817J,Niedostosowanie prędkości do warunków ruchu,,
0,0,0,2017,EWK-105922851J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105923650R,Inne przyczyny,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105924521R,,Inne przyczyny,
0,0,0,2017,EWK-105926462T,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105927443W,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105927627U,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105929348G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105930059R,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105930827W,Inne przyczyny,,
0,0,0,2017,EWK-105931778K,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-105931885J,,,Inne
0,0,0,2017,EWK-105932172H,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105933571L,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105935785T,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105937464M,Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105937861H,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105937863H,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-105938494F,Nieprawidłowe wymijanie,,
0,0,0,2017,EWK-105938544A,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105938682G,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105943821Q,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105945209D,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-105945357F,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105945669N,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-105956745T,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-105958912P,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-105960729N,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-105971733E,Nieustąpienie pierwszeństwa przejazdu,,
0,0,0,2017,EWK-105974180D,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-105991979C,Nieprawidłowe wymijanie,,
0,0,0,2017,EWK-105993728A,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2017,EWK-106012739L,,Wejście na jezdnię przy czerwonym świetle,
0,0,0,2017,EWK-106015283U,Nieustąpienie pierwszeństwa pieszemu przy skręcaniu w drogę poprzeczną,,
0,0,0,2017,EWK-106015444E,Wyprzedzanie pojazdu przed przejściem dla pieszych,,
0,0,0,2017,EWK-106019726D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-106030727R,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-106033833X,,Przekraczanie jezdni w miejscu niedozwolonym,
0,0,0,2017,EWK-106036788F,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-106037790W,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106043201L,Inne przyczyny,,
0,0,0,2017,EWK-106052750C,,"Leżenie, siedzenie, klęczenie, stanie na jezdni",
0,0,0,2017,EWK-106053164F,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106053193Q,Nieprawidłowe omijanie,,
0,0,0,2017,EWK-106057973X,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106060857X,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-106062043K,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-106154652M,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106156870Q,,"Nieostrożne wejście na jezdnię: zza pojazdu, przeszkody",
0,0,0,2017,EWK-106157511J,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-106157732J,Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach,,
0,0,0,2017,EWK-106158291H,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106159830R,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-106160188D,Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych,,
0,0,0,2017,EWK-106161185E,Nieprawidłowe cofanie,,
0,0,0,2017,EWK-106161228K,,Nieostrożne wejście na jezdnię: przed jadącym pojazdem,
0,0,0,2017,EWK-106161764K,Nieprawidłowe omijanie,,
